id,content,is_reference,timestamp
322797,"1.
 Лоренс А.С., Петухов Г.А. Разработка
веб-интерфейса для стенда удаленной
работы с оборудованием // Межвузовская
научно-техническая конференция студентов,
аспирантов и молодых специалистов имени
Е.В. Арменского.",t,1733678852
322798,"2.
Лоренс А.С, Петухов Г.А. Разработка
веб-интерфейса для стенда удаленной
работы с оборудованием  // конкурс им.
Попова А.С. среди студентов ВУЗ.",t,1733678852
322799,"3.
Петухов Г.А., Лоренс А.С. Дистанционный
стенд для асинхронной работы с
оборудованием лаборатории // Межвузовская
научно-техническая конференция студентов,
аспирантов и молодых специалистов имени
Е.В. Арменского.",t,1733678852
322800,"В
процессе подготовки выступление на
конференции «Марчуковские научные
чтения 2022» (РИНЦ), а также на конференции
IEEE Rusautocon 2022 (Scopus).",t,1733678852
322801,Федеральное государственное автономное образовательное учреждение,f,1733678852
322802,высшего образования,f,1733678852
322803,«Национальный исследовательский университет,f,1733678852
322804,«Высшая школа экономики»,f,1733678852
322805,Московский институт электроники и математики им.,f,1733678852
322806,Тихонова Департамент электронной инженерии,f,1733678852
322807,"Лоренс Александр Сергеевич, группа БИВ 186",f,1733678852
322808,"Петухов Григорий Алексеевич, группа БИВ 185",f,1733678852
322809,"Козлов Андрей Витальевич, группа БИТ 202",f,1733678852
322810,Отчет по проекту № 930,f,1733678852
322811,Дистанционный стенд для асинхронной работы с оборудованием лаборатории,f,1733678852
322812,Руководитель:,f,1733678852
322813,ДКИ МИЭМ НИУ ВШЭ,f,1733678852
322814,Романов А. Ю.,f,1733678852
322815,1 Техническое задание 3,f,1733678852
322816,1.1 Актуальность проекта 3,f,1733678852
322817,1.2 Цель и задачи 3,f,1733678852
322818,1.3 Фактический результат: 5,f,1733678852
322819,1.4 Новизна 6,f,1733678852
322820,1.4.1 Отличие от аналогов 7,f,1733678852
322821,1.5 Степень обоснованности и достоверности полученных результатов 8,f,1733678852
322822,Обоснование используемой конфигурации 8,f,1733678852
322823,2 Реализация и внедрение результатов проекта 10,f,1733678852
322824,3 Методика и результаты испытаний 13,f,1733678852
322825,3.1 Методы испытаний 13,f,1733678852
322826,3.1.1 Объект испытаний 13,f,1733678852
322827,3.1.2 Цель испытаний 14,f,1733678852
322828,3.1.3 Методы испытаний: 14,f,1733678852
322829,3.2 Результаты испытаний 15,f,1733678852
322830,4 Информация о составе проектной команды 17,f,1733678852
322831,4.1 Участники проекта 17,f,1733678852
322832,4.2 Вклад участников в проект 18,f,1733678852
322833,5 Описание разработанной системы 19,f,1733678852
322834,5.1 Список выбранных компонентов 19,f,1733678852
322835,5.2 Описание аппаратной части 20,f,1733678852
322836,5.3 Описание программной части 25,f,1733678852
322837,Развернутое описание программных компонентов 27,f,1733678853
322838,Средства разработки 28,f,1733678853
322839,5.5 Требования к безопасности 28,f,1733678853
322840,6 Экономическая эффективность 29,f,1733678853
322841,7 Перечень основных технических и научных результатов 29,f,1733678853
322842,8 Примеры работ аппаратных систем 30,f,1733678853
322843,9 Публикации 31,f,1733678853
322844,1 Техническое задание,f,1733678853
322845,1.1 Актуальность проекта,f,1733678853
322846,В современном мире появляется все больше новых возможностей и форматов для обучения.,f,1733678853
322847,Удаленное обучение одно из самых развивающихся направлений.,f,1733678853
322848,Наш программно-аппаратный комплекс позволяет значительно улучшить качество обучения для студентов.,f,1733678853
322849,"Специфика работы с платами ПЛИС предполагает работу с реальными платами – дорогостоящим, и относительно редким оборудованием.",f,1733678853
322850,В зависимости от обстоятельств такое оборудование не всегда доступно студенту.,f,1733678853
322851,"Разработанный программно-аппаратный комплекс позволит взаимодействовать с отладочными платами с ПЛИС удаленно, в асинхронном формате, что позволит большему количеству студентов получить необходимые навыки программирования ПЛИС, и сократит время ожидания в очереди, так как асинхронные удаленные стенды имеют большую пропускную способность, по сравнению с синхронными аналогами.",f,1733678853
322852,1.2 Цель и задачи,f,1733678853
322853,Цель проекта:,f,1733678853
322854,Разработка программного обеспечения для поддержания учебного процесса в УЛ САПР МИЭМ НИУ ВШЭ.,f,1733678853
322855,Реализация асинхронного доступа к оборудованию лаборатории.,f,1733678853
322856,Задачи проекта:,f,1733678853
322857,Исследование существующих инженерных и программных решений;,f,1733678853
322858,Определение необходимых составляющих для функционирования стенда для асинхронной работы с оборудованием,f,1733678853
322859,Разработка ПО для обработки и передачи пользовательских файлов;,f,1733678853
322860,"Разработка электронной очереди доступа к удаленным стендам, в зависимости от текущего статуса каждого удаленного стенда.",f,1733678853
322861,1.3 Планируемый результат,f,1733678853
322862,Стенд для удаленной работы должен иметь более низкую стоимость чем аналоги;,f,1733678853
322863,Система из платы Arduino NANO и платы ПЛИС должна поддерживать передачу команд на плату ПЛИС без физического воздействия на переключатели и кнопки в асинхронном формате;,f,1733678853
322864,"Основные элементы должны быть размещены таким образом, чтобы занимать минимальное пространство в юните, при этом должна учитываться длина проводов;",f,1733678853
322865,"Все крепления должны быть рассчитаны таким образом, чтобы поддерживать универсальный крепеж;",f,1733678853
322866,"Система должна иметь возможность работать длительное время без перегревов, сбоев ПО, и других факторов, нарушающих удаленную работу с оборудованием;",f,1733678853
322867,"Разрабатываемое ПО должно поддерживать замену аппаратных компонентов, и обеспечивать длительную безаварийную работу без необходимости внесения значительных изменений для взаимодействия с оборудованием;",f,1733678853
322868,Основные показатели работы и состояния юнита должны передаваться наглядным и понятным образом.,f,1733678853
322869,Стенд должен обеспечивать возможность выполнения лабораторных и прочих работ с оборудованием без изучения пользователем внутреннего устройства юнита.,f,1733678853
322870,"Файлы отчетности, передаваемые пользователю, должны содержать исчерпывающие данные о работе его прошивки на конкретном оборудовании.",f,1733678853
322871,Удаленный стенд должен работать в асинхронном формате и обеспечивать обработку файлов прошивки пользователей сравнимую со скоростью обработки в офлайн формате.,f,1733678853
322872,1.4 Фактический результат:,f,1733678853
322873,Разработана полностью функционирующая система для асинхронной дистанционной работы с оборудованием;,f,1733678853
322874,"Разработаны программы, обеспечивающие передачу данных от пользователя к юнитам;",f,1733678853
322875,Разработаны программы для прошивки плат ПЛИС и Arduino в зависимости от присылаемых пользователем данных,f,1733678853
322876,Разработаны программы для отправки пользователю результатов обработки его прошивки;,f,1733678853
322877,"Разработаны программы для передачи и подтверждения отправки команд управления между компьютером, платой Arduino, и платой ПЛИС;",f,1733678853
322878,Разработаны программы для записи всех необходимых данных и формирование отчета которые следует отправить пользователю;,f,1733678853
322879,Реализована программная прослойка для сбора логов для тестирования;,f,1733678853
322880,Разработанная система имеет меньшую по сравнению с аналогами стоимость;,f,1733678853
322881,"Разработанная система не использует сложные программные компоненты, может быть собрана в условиях учебной лаборатории по электронике в течение короткого времени.",f,1733678853
322882,1.5 Новизна,f,1733678853
322883,"Система для удаленной асинхронной работы с платами ПЛИС может использоваться для заочного обучения, во время эпидемиологических ситуаций, или же просто для экономии времени студентов на дорогу, и на ожидание в очереди без ограничения времени работы с платой.",f,1733678853
322884,"В результате проведенного анализа уже существующих в настоящее время систем для дистанционной работы с оборудованием было выяснено, что аналогичных систем на рынке присутствует не много, а те, что есть, сложны в развертывании или не имеют особой популярности из-за неудобного интерфейса, или их локальности и направленности на очень узкий набор задач.",f,1733678853
322939,"Тестирование программ, обеспечивающих отправку пользователю прошивок;",f,1733678855
325731,Проект VISIR,f,1733679610
322885,"Поэтому в данном проекте предложено создать собственную систему асинхронной работы с удаленным оборудованием, чтобы сделать ее понятной в использовании, как для удобства как студентов, так и преподавателей, которые будут производить настройку оборудования.",f,1733678853
322886,Замена модели синхронного доступа на асинхронную позволила получить большую пропускную способность удаленного стенда.,f,1733678854
322887,"За счет того, что пользователь загружает в стенд только готовую прошивку или проект на компиляцию, такая модель работы с удаленным стендом минимизирует ожидание пользователя в очереди на обработку собственных файлов.",f,1733678854
322888,Программно заложена возможность замены оборудования на аналогичное без внесения значительных изменений в основном коде.,f,1733678854
322889,"Из-за узкого распространения аналогов данных систем не удалось произвести анализ аппаратной стоимости, так как аппаратная часть нигде не приводится.",f,1733678854
322890,"Можно лишь предположить, что данные системы могут занимать слишком много места.",f,1733678854
322891,"Есть варианты решений как с видеотрансляцией платы, так и с некоторым графическим изображением использованной платы, при этом нет никакой уверенности в том, что в данном примере вообще используется настоящая плата ПЛИС, что может привести к расхождению результатов при работе с платой вживую.",f,1733678854
322892,"Данный программно-аппаратный комплекс также позволяет быстро заменить вышедшие из строя элементы, а также быстро произвести новую настройку за счет модульности кода и написанных функций, файлов настройки конфигурации.",f,1733678854
322893,1.5.1 Отличие от аналогов,f,1733678854
322894,Основное отличие данной разработки от других аналогов – формат доступа к оборудованию.,f,1733678854
322895,Ближайшими аналогами данного проекта являются следующие решения:,f,1733678854
322896,FPGA Vision Remote Lab;,f,1733678854
322897,"Отличие данной разработки от стендов FPGA Vision Remote Lab заключается в том, что пользователь взаимодействует с оборудованием в асинхронном формате, и получает видеозапись отработки собственной прошивки на плате ПЛИС, а также обладает более широкими возможностями действий.",f,1733678854
322898,"Решение под названием FPGA Vision Remote Lab разработано исключительно для работы с изображениями, и видео, и чтобы приспособить данное решение к другим задачам, необходимо вносить значительные изменения в программные, и аппаратные компоненты системы.",f,1733678854
322899,"Использование Modelsim может быть также не совсем удобно для прохождения курса «Цифровой синтез», и прочих курсов, посвященных FPGA, так как изучение показаний реального оборудования намного более удобно и наглядно чем диаграммы состояний, а также разработка тестировочного модуля, накладывает дополнительную нагрузку на пользователя в ходе разработки.",f,1733678854
322900,"Именно по этой причине, студентам, начинающим свой путь разработчика на платах ПЛИС, будет проще разработать только одну прошивку для ПЛИС, и сразу проверять ее на реальном оборудовании.",f,1733678854
322901,"Решение компании Labs Land является наиболее приближенным к создаваемому стенду, так как использует похожие механизмы взаимодействия пользователя с оборудованием и имеет схожую аппаратную составляющую.",f,1733678854
322902,"Но решение компании Labs Land предоставляет пользователю возможность подключения к оборудованию исключительно в синхронном формате, и имеет жесткое ограничение по времени в 30 секунд работы.",f,1733678854
322903,При этом данное решение распространяется исключительно на платной основе без возможности внутренней интеграции.,f,1733678854
322904,Ввиду хорошей разработанности и распространенности данное решение является основным ориентиром для разработки стендов удаленного доступа к оборудованию.,f,1733678854
322905,1.6 Обоснование используемой конфигурации,f,1733678854
322906,"В первую очередь для работы программно-аппаратного комплекса нужен один полноценный компьютер, или несколько, для распределения нагрузки.",f,1733678854
322907,"Системы с трансляцией платы во время работы прошивки позволяют видеть реальный результат, что упрощает диагностику и увеличивает шанс нахождения и исправления ошибки.",f,1733678854
322908,"С другой стороны, такие системы требуют большего пространства, так как у камер есть фокусное расстояние.",f,1733678854
322909,"Также работа системы сильно зависит от качества камеры, уровня освещенности и материала, из которого изготовлен корпус, так как при сильном светоотражении изображение может засвечиваться и терять качество.",f,1733678854
322910,"Трансляция видео требует стабильного подключения к сети Интернет, и соответственно разработки ПО для качественной передачи видео потока, или использования готового ПО, которое чаще всего имеет функционал, не востребованный при работе с данным оборудованием.",f,1733678854
322911,"Системы с графическим представлением платы позволяют значительно уменьшить место занимаемого системой, что также позволяет произвести подключение большего количества плат к одному юниту.",f,1733678854
322912,"Также данный вид программно-аппаратного комплекса будет удобен для асинхронной работы с оборудованием, или же для работы с оборудованием в условиях плохого интернет-соединения, так как существенно сокращается количество данных, которые необходимо передавать пользователю.",f,1733678854
322913,У данного решения также есть свои недостатки.,f,1733678854
322914,"Первый недостаток – сложность диагностики при неправильной работе платы, так как в таком виде графическое представление не будет показывать ничего, или же неправильную информацию, не соответствующую действительности, что может привести к некорректной интерпретации результатов.",f,1733678854
322915,"Второй недостаток – сложность демонстрации результатов, например, преподавателю.",f,1733678855
322916,"Без визуального подтверждения может снижаться доверие к полученным результатам, а также повышается шанс ошибки, при передаче и интерпретации данных для визуализации на графическом интерфейсе.",f,1733678855
322917,"Разработанный программно-аппаратный комплекс представлет собой сборку полноценного персонального компьютера с подключенной к нему системой, состоящей из плат ПЛИС и Arduino, а также веб-камеры.",f,1733678855
322918,"Асинхронный доступ обеспечивается за счет постоянной работы ряда программ, которые обрабатывают файлы пользователя и отправляют результаты работы на почту.",f,1733678855
322919,"Такая конфигурация удаленного стенда позволяет обеспечить максимальную гибкость в использовании, и предоставить разработчикам возможность расширять функционал удаленных стендов без необходимости внесения значительных изменений в аппаратную часть.",f,1733678855
322920,"В качестве основы для построения системы использовались сервисы Google, такие как: Google Drive, Google Forms, Google Sheets, так как они интегрированы в цифровую среду МИЭМ, и имеют производительное API, в сравнении с сервисами Yandex и другими конкурентами.",f,1733678855
322921,"Но, в случае возникновения проблем с доступом к инструментам этих сервисов, данную систему можно в короткие сроки перевести на другие онлайн сервисы без ущерба их функциональной составляющей.",f,1733678855
322922,2 Реализация и внедрение результатов проекта,f,1733678855
322923,Работа над проектом проходила в следующем порядке:,f,1733678855
322924,Изучение теоретических вопросов:,f,1733678855
322925,Исследование рынка готовых решений;,f,1733678855
322926,Изучение возможных способов передачи данных от пользователя на лабораторный стенд и в обратную сторону;,f,1733678855
322927,Изучение вариантов передачи сценария прошивки пользователя на плату ПЛИС;,f,1733678855
322928,Изучение различных вариантов передачи данных между компьютерами внутри системы;,f,1733678855
322929,Подготовка технического задания;,f,1733678855
322930,Разработка сценария работы пользователя и общей схемы работы стенда;,f,1733678855
322931,Решение практических вопросов:,f,1733678855
322932,Поиск и адаптация готовых решений для разработки стенда;,f,1733678855
322933,"Поиск и разработка программного обеспечения для передачи данных, адаптация данных для работы внутри стенда и отправки результатов работы стенда пользователю;",f,1733678855
322934,"Расчет времени и ресурсов, потребляемых системой;",f,1733678855
322935,Тестирование работы отдельных систем:,f,1733678855
322936,Тестирования различных каналов получение прошивки от пользователя;,f,1733678855
322937,Тестирование конфигурации внутренних программ;,f,1733678855
322938,"Тестирование конфигураций прошивки плат, синхронизация различных потоков для получения наилучшего результата;",f,1733678855
322940,Общее тестирование программного комплекса с различными сценариями и прошивками;,f,1733678855
322941,"Доработка системы, с учетом результатов тестирования;",f,1733678855
322942,Разработка альтернативных креплений для различных плат;,f,1733678855
322943,Сборка дополнительных лабораторных стендов;,f,1733678855
322944,Составление документации проекта.,f,1733678855
322945,В результате проектной разработки по теме «Дистанционный стенд для асинхронной работы с оборудованием лаборатории» получены следующие результаты:,f,1733678855
322946,"Создан полностью работоспособный и функциональный комплекс, состоящий из нескольких стендов для асинхронной удаленной работы с оборудованием;",f,1733678855
322947,"Создан набор инструкций по работе с используемыми в системе компонентами, и документация на разработанную систему.",f,1733678855
322948,Полученный опыт:,f,1733678855
322949,Во время работы над проектом возникали различные трудности.,f,1733678855
322950,"Из-за большого разнообразия возможных решений некоторых задач сложно было выбрать оптимальные варианты, которые были бы достаточно функциональны, быстры в освоении, а также были бы полезны в разработке асинхронного удаленного стенда.",f,1733678855
322951,"В итоге удалось прийти к некоторому универсальному решению, которое сочетает в себе перечень готовых решений, которые могут быть настроены под нужды стенда, и самописные модули для работы с оборудованием.",f,1733678855
322952,"Можно выделить еще одну глобальную проблему, заключающуюся в оптимизации, тестировании и сборке всех разработанных модулей в единую функционирующую систему.",f,1733678855
322953,"Из-за специфики разработки был применен принцип модульного тестирования, позволяющий тестировать отдельные элементы по отдельности, и встраивать их в общий комплекс при их полной работоспособности для тестирования уже в большем наборе задач и сценариев работы.",f,1733678855
322954,Дальнейшие планы:,f,1733678855
322955,"Доработка элементов серверного шкафа, заключающаяся в разработке большего количества креплений компонентов стенда, улучшения уже существующих креплений и расстановки внутри юнитов, а также модернизация оборудования под более требовательные и сложные вычисления и обработку результатов;",f,1733678855
322956,"Разработка программного обеспечения для работы с Nios II процессором, для работы с более сложными задачами, связанными с платой ПЛИС.",f,1733678855
322957,Рассматриваются варианты улучшения программного обеспечения для полного отказа от готовых и open source решений и создание отдельного веб-приложения для большей независимости проекта от сторонних решений;,f,1733678855
322958,Разработка программного обеспечения для работы с другими платами и микроконтроллерами.,f,1733678855
322959,3 Методика и результаты испытаний,f,1733678855
322960,3.1 Методы испытаний,f,1733678855
322961,3.1.1 Объект испытаний,f,1733678855
322962,"Объектом испытаний является программно-аппаратный комплекс, разработанный в результате работы над проектом по теме «Дистанционный стенд для асинхронной работы с оборудованием лаборатории».",f,1733678855
322963,"Этот программно-аппаратный комплекс позволяет дистанционно подключаться к плате ПЛИС, загружать на нее необходимую прошивку, а также с помощью видеотрансляция и симуляции нажатий кнопок и переключателей проверить правильность работы прошивки.",f,1733678856
322964,"Полученный результат может использоваться для сборки собственных программно-аппаратных комплексов для улучшения качества обучения, или же для других целей, при отсутствии доступа к оборудованию и необходимости работы с ним.",f,1733678856
322965,3.1.2 Цель испытаний,f,1733678856
322966,"В ходе проведения тестирования необходимо установить общую работоспособность удаленного асинхронного стенда, а также корректность работы электронной очереди.",f,1733678856
322967,3.1.3 Нагрузочное тестирование,f,1733678856
322968,Целью нагрузочного тестирования является проверка способности лабораторного стенда обрабатывать прошивки в штатном режиме.,f,1733678856
322969,"Для нагрузочного тестирования было проведено моделирование поступления прошивок с разных каналов с проектами, содержащими среднее количество команд равное 25, и занимающими небольшое количество логических элементов (около 25% от доступных ресурсов чипа).",f,1733678856
322970,"На лабораторные стенды присылались как уже скомпилированные проекты в виде sof файлов, а также нескомпилированные.",f,1733678856
322971,Во время работы лабораторные стенды функционируют стабильно и корректно.,f,1733678856
322972,"Время обработки зависит от лабораторного стенда, а также от объема команд, размеров прошивки.",f,1733678856
322973,Из-за разных комплектующих на лабораторных стендах скорость обработки отличается.,f,1733678856
322974,"Во время тестирования было обнаружено, что некоторые лабораторные стенды работают быстрее и меньше нагреваются.",f,1733678856
322975,"Это влечет за собой смещение в количестве обработанных прошивок одним из лабораторных стендов, которое в свою очередь, никак не влияет на работу всего комплекса.",f,1733678856
322976,"При выходе из строя одного из лабораторных стендов, работа продолжается в штатном режиме, как и после добавления нового функционирующего стенда в комплекс.",f,1733678856
322977,"Ниже приведена таблица 3, которая описывает средние характеристики лабораторных стендов при работе.",f,1733678856
322978,"Данные значения были получены путем вычисления среднего арифметического для каждого лабораторного стенда с одинаковым набором из 20 прошивок из списка практических работ для третьего курса бакалавриата, выполняющих работы по дисциплине «Системы на кристалле» в УЛ САПР МИЭМ НИУ ВШЭ.",f,1733678856
322979,Таблица 1 – Усредненные характеристики удаленных стендов,f,1733678856
322980,3.1.4 Стресс-тестирование,f,1733678856
322981,"Целью данного тестирования является поиск слабых мест лабораторного стенда, его возможности по поиску ошибок в присланных пользователем данных, а также способность программно-аппаратного комплекса обрабатывать ошибки без вмешательства оператора.",f,1733678856
322982,"Для стресс-тестирования было решено выбрать большое количество прошивок с неподходящими данными, нерабочими прошивками, и неполнотой файлов.",f,1733678856
322983,В процессе тестирования были отправлены:,f,1733678856
322984,Файлы неподходящего формата;,f,1733678856
322985,"Zip-файлы, содержащие файлы с расширеними, неподходящими для обработки;",f,1733678856
322986,Пустые файлы zip;,f,1733678856
322987,"Файлы zip, содержащие в себе скомпилированные прошивки пустых проектов;",f,1733678856
322988,"Файлы zip, содержащие в себе не полный перечень файлов, необходимых для компиляции проекта;",f,1733678856
322989,"Файлы zip, содержащие в себе сверхбольшие файлы;",f,1733678856
322990,"Файлы zip, содержащие в себе bat или inf-файлы;",f,1733678856
322991,"Файл zip, содержащий перечень команд и задержек больше ограничений;",f,1733678856
322992,Отправка файла с указанием несуществующей почты.,f,1733678856
322993,"После проведения тестирования было выявлено, что лабораторные стенды справляются с большей частью некорректных данных, но также существуют сценарии при которых лабораторные стенды не сумели корректно обработать поступающие файлы.",f,1733678856
322994,"Была выявлена проблема, связанная с загрузкой файла архива, содержащего в себе bat и inf файлы, так как лабораторный стенд перед проверкой файлов на корректность разархивирует файл, что может повлечь за собой вывод из строя всего программно-аппаратного комплекса, или заражения лабораторного стенда вредоносным ПО.",f,1733678856
322995,"Эта проблема была решена за счет сканирования метаданных файла zip до его разархивации, и его удаление при обнаружении файлов с расширениями которые считаются вредоносными.",f,1733678856
322996,"Также была выявлена проблема неэффективности работы стенда при определенных сценариях, когда лабораторный стенд проходил почти весь цикл работы при пустом файле sof, что с позиции экономии времени и ресурсов неэффективно.",f,1733678856
322997,"Данная проблема была решена за счет выставления определенных условий на минимальный размер передаваемых файлов, и удаление файлов и перезапуск цикла работы при несоответствии файлов условиям.",f,1733678856
322998,Сами лабораторные стенды при запуске работы требуют пароли и логины при входе в экосистемы Google или Yandex и при входе в почтовый сервис.,f,1733678856
322999,Это исключает возможность неавторизованного запуска лабораторных стендов.,f,1733678856
323000,3.1.5 Безопасность работы,f,1733678856
323141,На удаленном стенде имеется защита от слишком долгой обработки данных.,f,1733678859
323001,"Так как пользователь отправляет свои файлы через сервисы Google, Yandex, или через почтовый клиент, проблема проверки некорректных файлов отчасти отпадает, так как данные сервисы имеют встроенные системы обнаружения вредоносных файлов, что способствует фильтрации данных.",f,1733678856
323002,"С точки зрения информационной безопасности программно-аппаратный комплекс можно считать более безопасным, нежели чем существующие в УЛ САПР лабораторные стенды синхронного доступа, так как пользователю доступна лишь отправка файлов.",f,1733678856
323003,Взаимодействие с лабораторными стендами ограничено.,f,1733678856
323004,От пользователя не требуется никаких персональных данных для отправки прошивки.,f,1733678857
323005,"После обработки файлов, отправленных пользователем, его данные не хранятся, а сразу удаляются, что исключает возможность масштабной утечки данных.",f,1733678857
